Transaction ID,Date,Day Name,Brand,Units Sold,Price Per Unit,Customer Name,Customer Age,City,Payment Method,Customer Ratings,Mobile Model,Month,Year,Revenue
3450,2024-06-19,Wednesday,Apple,6,39923.82,Mala Roy,47,Delhi,Debit Card,5,iPhone 11,June,2024,239542.91999999998
3492,2024-06-29,Saturday,Apple,3,66475.49,Deepika Patel,46,Delhi,Cash,5,iPhone SE,June,2024,199426.47000000003
3524,2024-07-09,Tuesday,Apple,5,38079.12,Bina Roy,33,Delhi,UPI,5,iPhone SE,July,2024,190395.6
3555,2024-07-18,Thursday,Apple,1,10591.64,Lalita Sheth,47,Delhi,Debit Card,5,iPhone 11,July,2024,10591.64
3578,2024-07-24,Wednesday,Apple,7,35040.88,Priya Bhattacharya,25,Delhi,Debit Card,5,iPhone 12,July,2024,245286.15999999997
3584,2024-07-26,Friday,Apple,9,25384.34,Radha Kaur,45,Delhi,Credit Card,5,iPhone 12,July,2024,228459.06
3595,2024-07-29,Monday,Apple,7,44381.68,Kiran Malhotra,39,Delhi,Cash,5,iPhone 12,July,2024,310671.76
3603,2024-07-31,Wednesday,Apple,5,47037.46,Anjali Nambiar,37,Delhi,UPI,5,iPhone SE,July,2024,235187.3
3623,2024-08-06,Tuesday,Apple,6,31737.73,Priyanka Joshi,29,Delhi,Cash,5,iPhone SE,August,2024,190426.38
3642,2024-08-12,Monday,Apple,9,37706.69,Nikhil Chaudhary,55,Delhi,Credit Card,5,iPhone 11,August,2024,339360.21
3667,2024-08-19,Monday,Apple,9,62711.03,Umesh Kaur,42,Delhi,Credit Card,5,iPhone 11,August,2024,564399.27
3721,2024-09-05,Thursday,Apple,4,40929.85,Deepika Pathak,36,Delhi,UPI,5,iPhone 12,September,2024,163719.4
3793,2024-09-27,Friday,Apple,6,18083.23,Anita Shah,23,Delhi,Cash,5,iPhone SE,September,2024,108499.38
3803,2024-09-30,Monday,Apple,1,21978.92,Sachin Kaur,20,Delhi,Credit Card,5,iPhone SE,September,2024,21978.92
3809,2024-10-01,Tuesday,Apple,3,44016.75,Sunita Roy,28,Delhi,Debit Card,5,iPhone 11,October,2024,132050.25
138,2021-11-17,Wednesday,Xiaomi,2,47451.52,Tanuja Mathur,18,Delhi,Credit Card,5,Mi 11,November,2021,94903.04
187,2021-11-30,Tuesday,Xiaomi,1,56898.13,Lata Chaudhary,22,Delhi,Credit Card,5,Mi 11,November,2021,56898.13
192,2021-12-02,Thursday,Xiaomi,5,42918.06,Sneha Prasad,29,Delhi,Debit Card,5,Redmi Note 10,December,2021,214590.3
228,2021-12-13,Monday,Xiaomi,6,25241.86,Ramesh Nambiar,46,Delhi,Credit Card,5,Redmi Note 10,December,2021,151451.16
232,2021-12-14,Tuesday,Xiaomi,8,57140.15,Bhavana Jain,49,Delhi,Cash,5,Redmi 9,December,2021,457121.2
234,2021-12-14,Tuesday,Xiaomi,7,59020.03,Manoj Siddiqui,18,Delhi,Credit Card,5,Redmi 9,December,2021,413140.20999999996
285,2021-12-28,Tuesday,Xiaomi,3,25840.77,Monika Sharma,30,Delhi,UPI,5,Mi 11,December,2021,77522.31
343,2022-01-13,Thursday,Xiaomi,4,41149.78,Pooja Joshi,30,Delhi,UPI,5,Mi 11,January,2022,164599.12
360,2022-01-18,Tuesday,Xiaomi,7,11452.36,Bhavana Desai,53,Delhi,UPI,5,Redmi Note 10,January,2022,80166.52
385,2022-01-24,Monday,Xiaomi,6,40968.09,Sumit Siddiqui,44,Delhi,Credit Card,5,Redmi Note 10,January,2022,245808.53999999998
456,2022-02-13,Sunday,Xiaomi,9,52987.18,Vijay Varma,51,Delhi,Cash,5,Redmi Note 10,February,2022,476884.62
467,2022-02-16,Wednesday,Xiaomi,4,22763.62,Kavita Gupta,44,Delhi,UPI,5,Mi 11,February,2022,91054.48
473,2022-02-17,Thursday,Xiaomi,3,40381.03,Shruti Chaudhary,57,Delhi,UPI,5,Redmi Note 10,February,2022,121143.09
485,2022-02-21,Monday,Xiaomi,5,67696.12,Ramesh Solanki,41,Delhi,Debit Card,5,Mi 11,February,2022,338480.6
536,2022-03-09,Wednesday,Xiaomi,7,27560.29,Anita Patel,27,Delhi,Debit Card,5,Mi 11,March,2022,192922.03
621,2022-04-02,Saturday,Xiaomi,1,51126.43,Sanjay Jain,26,Delhi,Debit Card,5,Mi 11,April,2022,51126.43
622,2022-04-02,Saturday,Xiaomi,1,56740.32,Rajesh Chatterjee,41,Delhi,Cash,5,Redmi 9,April,2022,56740.32
681,2022-04-21,Thursday,Xiaomi,5,10951.21,Mala Goyal,52,Delhi,Credit Card,5,Redmi Note 10,April,2022,54756.049999999996
740,2022-05-08,Sunday,Xiaomi,2,60424.02,Pooja Arora,21,Delhi,Credit Card,5,Redmi Note 10,May,2022,120848.04
744,2022-05-09,Monday,Xiaomi,8,61475.02,Kunal Deshmukh,57,Delhi,UPI,5,Redmi 9,May,2022,491800.16
762,2022-05-15,Sunday,Xiaomi,2,33518.06,Rohan Singh,59,Delhi,Cash,5,Mi 11,May,2022,67036.12
773,2022-05-18,Wednesday,Xiaomi,5,58039.84,Rohan Sheth,24,Delhi,Cash,5,Mi 11,May,2022,290199.19999999995
776,2022-05-19,Thursday,Xiaomi,9,29101.12,Ravi Bhattacharya,29,Delhi,Cash,5,Mi 11,May,2022,261910.08
898,2022-06-23,Thursday,Xiaomi,7,48007.85,Sachin Rao,19,Delhi,UPI,5,Redmi Note 10,June,2022,336054.95
935,2022-07-03,Sunday,Xiaomi,8,68914.32,Navin Kapoor,56,Delhi,Debit Card,5,Mi 11,July,2022,551314.56
987,2022-07-17,Sunday,Xiaomi,3,34092.5,Bhavana Rathod,40,Delhi,Credit Card,5,Mi 11,July,2022,102277.5
1092,2022-08-16,Tuesday,Xiaomi,9,57633.6,Amit Das,43,Delhi,Cash,5,Mi 11,August,2022,518702.39999999997
1104,2022-08-20,Saturday,Xiaomi,1,43669.07,Amit Prasad,38,Delhi,UPI,5,Mi 11,August,2022,43669.07
1107,2022-08-21,Sunday,Xiaomi,8,18012.59,Gita Bhattacharya,21,Delhi,Credit Card,5,Redmi 9,August,2022,144100.72
1149,2022-09-02,Friday,Xiaomi,6,21881.86,Ravi Teja,54,Delhi,UPI,5,Redmi 9,September,2022,131291.16
1194,2022-09-14,Wednesday,Xiaomi,2,19786.88,Krishna Mehta,28,Delhi,Debit Card,5,Mi 11,September,2022,39573.76
1250,2022-09-30,Friday,Xiaomi,1,18466.58,Kavita Ahuja,35,Delhi,Debit Card,5,Redmi 9,September,2022,18466.58
1253,2022-10-01,Saturday,Xiaomi,4,23545.78,Radha Ghosh,55,Delhi,Credit Card,5,Redmi Note 10,October,2022,94183.12
1324,2022-10-21,Friday,Xiaomi,9,60048.32,Monika Thakur,46,Delhi,Credit Card,5,Redmi 9,October,2022,540434.88
1356,2022-10-30,Sunday,Xiaomi,4,59780.12,Lata Patel,58,Delhi,Debit Card,5,Mi 11,October,2022,239120.48
1391,2022-11-10,Thursday,Xiaomi,7,54753.54,Umesh Teja,53,Delhi,UPI,5,Redmi Note 10,November,2022,383274.78
1406,2022-11-14,Monday,Xiaomi,7,39832.14,Rajesh Nambiar,30,Delhi,UPI,5,Mi 11,November,2022,278824.98
1427,2022-11-19,Saturday,Xiaomi,5,64712.35,Radha Kulkarni,43,Delhi,UPI,5,Mi 11,November,2022,323561.75
1434,2022-11-21,Monday,Xiaomi,1,55533.33,Kiran Solanki,33,Delhi,Credit Card,5,Mi 11,November,2022,55533.33
1448,2022-11-25,Friday,Xiaomi,8,50626.38,Rajesh Verma,20,Delhi,Cash,5,Mi 11,November,2022,405011.04
1465,2022-11-30,Wednesday,Xiaomi,8,66468.14,Kavita Teja,39,Delhi,UPI,5,Redmi 9,November,2022,531745.12
1508,2022-12-12,Monday,Xiaomi,1,20598.58,Neeta Menon,33,Delhi,UPI,5,Mi 11,December,2022,20598.58
1513,2022-12-13,Tuesday,Xiaomi,4,59017.46,Vijay Das,25,Delhi,Cash,5,Redmi Note 10,December,2022,236069.84
1523,2022-12-16,Friday,Xiaomi,9,67577.57,Anita Dutta,28,Delhi,Credit Card,5,Redmi Note 10,December,2022,608198.1300000001
1556,2022-12-25,Sunday,Xiaomi,7,11118.8,Rohan Sheth,25,Delhi,UPI,5,Redmi 9,December,2022,77831.59999999999
1646,2023-01-20,Friday,Xiaomi,4,12055.67,Harish Mishra,40,Delhi,Cash,5,Redmi 9,January,2023,48222.68
1753,2023-02-20,Monday,Xiaomi,4,58718.89,Harish Goyal,34,Delhi,Debit Card,5,Mi 11,February,2023,234875.56
1761,2023-02-22,Wednesday,Xiaomi,3,16815.24,Arun Kaur,43,Delhi,Cash,5,Redmi Note 10,February,2023,50445.72
1779,2023-02-27,Monday,Xiaomi,9,23127.66,Arun Desai,28,Delhi,Credit Card,5,Mi 11,February,2023,208148.94
1854,2023-03-20,Monday,Xiaomi,7,66301.7,Vinod Prasad,43,Delhi,Cash,5,Redmi Note 10,March,2023,464111.89999999997
1898,2023-04-02,Sunday,Xiaomi,4,10355.69,Shruti Chaudhary,23,Delhi,Debit Card,5,Mi 11,April,2023,41422.76
1900,2023-04-02,Sunday,Xiaomi,6,60844.37,Isha Thakur,52,Delhi,Debit Card,5,Mi 11,April,2023,365066.22000000003
1901,2023-04-03,Monday,Xiaomi,9,31413.99,Harish Pillai,25,Delhi,Debit Card,5,Redmi Note 10,April,2023,282725.91000000003
1923,2023-04-09,Sunday,Xiaomi,5,33913.96,Sanjay Ghosh,53,Delhi,UPI,5,Mi 11,April,2023,169569.8
2004,2023-05-01,Monday,Xiaomi,8,24654.02,Arun Goyal,38,Delhi,Cash,5,Mi 11,May,2023,197232.16
2238,2023-07-06,Thursday,Xiaomi,7,57179.31,Namita Malhotra,19,Delhi,Debit Card,5,Redmi 9,July,2023,400255.17
2271,2023-07-15,Saturday,Xiaomi,8,15309.21,Sunil Jain,47,Delhi,UPI,5,Redmi 9,July,2023,122473.68
2300,2023-07-24,Monday,Xiaomi,5,20695.01,Anjali Jain,58,Delhi,Credit Card,5,Redmi 9,July,2023,103475.04999999999
2350,2023-08-07,Monday,Xiaomi,5,65357.39,Krishna Rawat,46,Delhi,UPI,5,Redmi Note 10,August,2023,326786.95
2459,2023-09-06,Wednesday,Xiaomi,3,10162.07,Pooja Kaur,41,Delhi,UPI,5,Mi 11,September,2023,30486.21
2506,2023-09-19,Tuesday,Xiaomi,5,23541.68,Ravi Prasad,41,Delhi,UPI,5,Mi 11,September,2023,117708.4
2522,2023-09-24,Sunday,Xiaomi,3,15880.32,Ramesh Mishra,49,Delhi,Debit Card,5,Redmi Note 10,September,2023,47640.96
2537,2023-09-28,Thursday,Xiaomi,1,52594.3,Kavita Kaur,27,Delhi,Credit Card,5,Mi 11,September,2023,52594.3
2545,2023-09-30,Saturday,Xiaomi,5,22386.71,Harish Sharma,47,Delhi,Credit Card,5,Redmi 9,September,2023,111933.54999999999
2565,2023-10-06,Friday,Xiaomi,6,53611.81,Ravi Prasad,48,Delhi,Credit Card,5,Redmi 9,October,2023,321670.86
2566,2023-10-06,Friday,Xiaomi,7,52471.73,Reena Dutta,19,Delhi,Cash,5,Mi 11,October,2023,367302.11000000004
2647,2023-10-30,Monday,Xiaomi,7,35499.71,Ramesh Joshi,51,Delhi,Debit Card,5,Redmi Note 10,October,2023,248497.97
2664,2023-11-03,Friday,Xiaomi,7,49589.25,Kiran Mathur,51,Delhi,Cash,5,Redmi 9,November,2023,347124.75
2840,2023-12-25,Monday,Xiaomi,4,12070.23,Kiran Joshi,45,Delhi,Cash,5,Mi 11,December,2023,48280.92
3153,2024-03-25,Monday,Xiaomi,2,34655.29,Aditya Jain,41,Delhi,UPI,5,Redmi 9,March,2024,69310.58
3177,2024-04-01,Monday,Xiaomi,6,67718.66,Reena Deshmukh,48,Delhi,Credit Card,5,Redmi Note 10,April,2024,406311.96
3210,2024-04-11,Thursday,Xiaomi,7,35144.48,Pankaj Sheth,51,Delhi,Credit Card,5,Redmi 9,April,2024,246011.36000000002
3259,2024-04-25,Thursday,Xiaomi,3,19841.84,Kiran Gupta,34,Delhi,UPI,5,Redmi Note 10,April,2024,59525.520000000004
3306,2024-05-08,Wednesday,Xiaomi,2,12276.3,Sanjay Jain,33,Delhi,Cash,5,Mi 11,May,2024,24552.6
3478,2024-06-26,Wednesday,Xiaomi,2,53152.69,Rajesh Kapoor,26,Delhi,Credit Card,5,Mi 11,June,2024,106305.38
3496,2024-06-30,Sunday,Xiaomi,9,17593.73,Sanjay Ghosh,19,Delhi,Debit Card,5,Redmi Note 10,June,2024,158343.57
3542,2024-07-14,Sunday,Xiaomi,9,25092.73,Sneha Arora,25,Delhi,Cash,5,Mi 11,July,2024,225834.57
3579,2024-07-25,Thursday,Xiaomi,5,67771.74,Vivek Pathak,20,Delhi,Credit Card,5,Redmi 9,July,2024,338858.7
3605,2024-08-01,Thursday,Xiaomi,5,28262.07,Anita Luthra,40,Delhi,UPI,5,Redmi Note 10,August,2024,141310.35
3653,2024-08-15,Thursday,Xiaomi,3,10892.14,Meena Sheth,29,Delhi,Debit Card,5,Redmi 9,August,2024,32676.42
3661,2024-08-18,Sunday,Xiaomi,6,28513.99,Pooja Deshmukh,59,Delhi,Cash,5,Mi 11,August,2024,171083.94
3798,2024-09-28,Saturday,Xiaomi,3,40432.24,Harish Malhotra,20,Delhi,Credit Card,5,Mi 11,September,2024,121296.72
39,2021-10-20,Wednesday,OnePlus,8,33285.92,Umesh Goyal,53,Delhi,Debit Card,5,OnePlus 8T,October,2021,266287.36
40,2021-10-21,Thursday,OnePlus,2,24537.6,Rajesh Verma,34,Delhi,UPI,5,OnePlus Nord,October,2021,49075.2
52,2021-10-24,Sunday,OnePlus,1,10539.92,Yogesh Roy,58,Delhi,UPI,5,OnePlus Nord,October,2021,10539.92
89,2021-11-03,Wednesday,OnePlus,5,29613.6,Namita Bhatnagar,44,Delhi,UPI,5,OnePlus Nord,November,2021,148068.0
117,2021-11-11,Thursday,OnePlus,6,47437.57,Jyoti Alva,33,Delhi,Credit Card,5,OnePlus Nord,November,2021,284625.42
154,2021-11-21,Sunday,OnePlus,6,18084.84,Monika Ahuja,43,Delhi,UPI,5,OnePlus 8T,November,2021,108509.04000000001
157,2021-11-22,Monday,OnePlus,8,38679.97,Pooja Dutta,42,Delhi,Cash,5,OnePlus Nord,November,2021,309439.76
171,2021-11-26,Friday,OnePlus,7,25905.35,Sanjay Bhattacharya,46,Delhi,Cash,5,OnePlus 9,November,2021,181337.44999999998
205,2021-12-05,Sunday,OnePlus,7,27081.27,Kiran Mathur,38,Delhi,Credit Card,5,OnePlus Nord,December,2021,189568.89
254,2021-12-20,Monday,OnePlus,6,16273.77,Priya Teja,44,Delhi,UPI,5,OnePlus 9,December,2021,97642.62
277,2021-12-26,Sunday,OnePlus,2,14318.85,Pooja Solanki,59,Delhi,Debit Card,5,OnePlus 9,December,2021,28637.7
304,2022-01-03,Monday,OnePlus,4,21303.1,Rajesh Kapoor,18,Delhi,Credit Card,5,OnePlus Nord,January,2022,85212.4
330,2022-01-10,Monday,OnePlus,8,53003.12,Reena Das,55,Delhi,UPI,5,OnePlus Nord,January,2022,424024.96
440,2022-02-08,Tuesday,OnePlus,3,59980.37,Sunita Roy,19,Delhi,Cash,5,OnePlus Nord,February,2022,179941.11000000002
503,2022-02-27,Sunday,OnePlus,2,33049.65,Pooja Patel,55,Delhi,UPI,5,OnePlus Nord,February,2022,66099.3
634,2022-04-06,Wednesday,OnePlus,9,60509.52,Rajesh Pathak,37,Delhi,Credit Card,5,OnePlus 8T,April,2022,544585.6799999999
657,2022-04-13,Wednesday,OnePlus,3,39954.57,Sachin Arora,55,Delhi,UPI,5,OnePlus 8T,April,2022,119863.70999999999
664,2022-04-16,Saturday,OnePlus,6,18491.27,Amit Teja,53,Delhi,Debit Card,5,OnePlus 8T,April,2022,110947.62
672,2022-04-18,Monday,OnePlus,8,52675.95,Sunil Singh,26,Delhi,Credit Card,5,OnePlus Nord,April,2022,421407.6
707,2022-04-28,Thursday,OnePlus,4,62476.35,Priyanka Goyal,57,Delhi,Credit Card,5,OnePlus Nord,April,2022,249905.4
781,2022-05-20,Friday,OnePlus,9,60664.14,Arun Chaudhary,34,Delhi,UPI,5,OnePlus Nord,May,2022,545977.26
800,2022-05-26,Thursday,OnePlus,2,36211.6,Jyoti Bhattacharya,43,Delhi,UPI,5,OnePlus Nord,May,2022,72423.2
895,2022-06-22,Wednesday,OnePlus,2,12253.14,Vivek Bhatnagar,53,Delhi,Cash,5,OnePlus Nord,June,2022,24506.28
922,2022-06-30,Thursday,OnePlus,2,30743.82,Manoj Jain,38,Delhi,Debit Card,5,OnePlus Nord,June,2022,61487.64
951,2022-07-08,Friday,OnePlus,7,26231.31,Neeta Malhotra,58,Delhi,UPI,5,OnePlus Nord,July,2022,183619.17
1004,2022-07-22,Friday,OnePlus,7,32692.41,Krishna Patel,45,Delhi,Debit Card,5,OnePlus Nord,July,2022,228846.87
1013,2022-07-25,Monday,OnePlus,2,37416.33,Bina Siddiqui,28,Delhi,Credit Card,5,OnePlus 8T,July,2022,74832.66
1041,2022-08-02,Tuesday,OnePlus,5,22559.31,Prashant Sharma,51,Delhi,Credit Card,5,OnePlus 9,August,2022,112796.55
1072,2022-08-11,Thursday,OnePlus,9,24853.87,Tapan Varma,48,Delhi,Credit Card,5,OnePlus Nord,August,2022,223684.83
1086,2022-08-15,Monday,OnePlus,4,38963.7,Sunita Teja,38,Delhi,Debit Card,5,OnePlus 9,August,2022,155854.8
1163,2022-09-06,Tuesday,OnePlus,1,18110.98,Rajesh Kulkarni,43,Delhi,UPI,5,OnePlus 8T,September,2022,18110.98
1183,2022-09-11,Sunday,OnePlus,3,68859.18,Lalita Siddiqui,51,Delhi,Debit Card,5,OnePlus 9,September,2022,206577.53999999998
